	90763_231C_S65_L001_R1_001	90763_232C_S66_L001_R1_001	90763_236C_S67_L001_R1_001	90763_237C_S68_L001_R1_001	90763_238C_S69_L001_R1_001	90768_005C_S70_L001_R1_001	90768_009C_S71_L001_R1_001	90768_014C_S72_L001_R1_001	90768_015C_S73_L001_R1_001	90768_018C_S74_L001_R1_001	90768_027C_S75_L001_R1_001	90768_029C_S76_L001_R1_001	90768_034C_S77_L001_R1_001	90768_040C_S78_L001_R1_001	90768_042C_S79_L001_R1_001	90768_044C_S80_L001_R1_001	90768_054C_S81_L001_R1_001	90768_055C_S82_L001_R1_001	90768_056C_S83_L001_R1_001	90768_057C_S84_L001_R1_001	90768_061C_S85_L001_R1_001	90768_064C_S86_L001_R1_001	90768_067C_S87_L001_R1_001	90768_075C_S88_L001_R1_001	90768_076C_S89_L001_R1_001	90768_077C_S90_L001_R1_001	90768_078C_S91_L001_R1_001	90768_083C_S92_L001_R1_001	90768_084C_S93_L001_R1_001	90768_088C_S94_L001_R1_001	90768_090C_S95_L001_R1_001	90768_104C_S96_L001_R1_001
Tpa_6611_1	1,0	1,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	1,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	2,0	0,0	1,0	0,0	0,0
Tpa_6630_1	11,18	5,0	38,0	0,2	9,0	6,9	0,0	0,0	1,5	0,1	1,0	8,11	0,0	0,1	3,0	3,0	0,0	0,7	0,0	4,0	0,0	6,0	3,0	1,0	0,0	1,0	10,6	0,0	0,3	1,1	0,1	0,0
Tpa_6654_1	6,0	9,0	3,0	21,0	29,0	4,0	0,0	0,0	15,0	0,0	29,0	5,0	0,0	2,0	3,3	1,0	2,0	25,0	1,0	19,0	0,0	6,0	1,0	1,0	2,0	0,0	23,0	6,0	11,0	3,0	0,0	0,0
Tpa_6683_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_6687_1	0,1	0,0	0,0	2,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	2,0	0,1	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	1,0	0,0	0,0
Tpa_6713_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_6733_1	2,0	4,0	6,0	0,0	6,0	3,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	1,0	2,4	0,0	0,0	5,0	0,0	2,1	0,0	1,0	0,0	0,0	0,0	0,0	9,0	0,0	2,0	0,0	1,0	0,0
Tpa_6768_1	0,67	0,26	0,60	0,2	0,4	0,43	0,0	0,0	0,1	0,0	0,2	2,3	0,0	0,1	0,2	0,6	0,1	0,8	0,0	0,2	0,0	0,2	0,0	0,1	0,0	0,3	0,13	0,0	0,0	0,0	0,0	0,0
Tpa_6773_1	0,3	0,0	0,16	0,0	0,1	0,2	0,0	0,0	0,0	0,0	0,2	0,1	0,0	0,0	0,0	0,2	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,3	0,0	0,1	0,0	0,0	0,0
Tpa_6774_1	2,0	0,0	21,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
Tpa_6786_1	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_6814_1	0,97	0,17	0,177	0,12	0,18	0,12	0,0	0,0	10,9	0,0	0,20	13,17	1,0	0,10	0,14	0,16	0,0	0,18	0,3	0,19	0,2	0,8	0,6	0,1	0,0	0,0	1,61	0,6	0,8	0,8	1,0	0,0
Tpa_6816_1	12,5	0,3	0,30	0,0	1,1	9,0	1,0	0,0	0,0	0,0	1,0	0,4	0,0	0,1	0,0	0,1	0,1	0,3	0,0	0,0	0,0	0,2	0,0	1,0	0,0	0,0	0,6	0,0	0,0	0,0	0,0	0,0
Tpa_6853_1	40,0	7,0	71,0	3,0	8,0	15,0	0,0	0,0	6,0	1,0	14,0	4,3	1,0	5,0	4,0	10,0	0,0	27,0	3,0	23,0	0,0	8,0	4,0	0,0	1,0	3,0	39,0	2,0	6,0	1,0	0,0	0,0
Tpa_6887_1	15,0	2,0	32,0	1,0	6,0	3,0	0,0	0,0	3,2	0,0	4,0	4,0	0,0	1,0	3,0	1,0	0,0	6,0	0,0	5,0	0,0	2,0	0,0	1,0	1,0	0,0	7,0	1,0	3,0	2,0	0,0	0,0
Tpa_6922_1	7,0	6,0	13,0	0,0	1,0	4,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	2,0	0,0	0,0	1,1	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	1,0	1,0	0,0	0,0
Tpa_6937_1	119,0	32,0	192,0	3,0	13,0	47,0	3,0	0,0	8,0	2,0	16,0	41,0	2,0	8,0	5,0	12,0	0,0	21,0	2,0	13,0	1,0	10,0	3,0	2,0	1,0	5,0	32,0	2,0	6,0	4,0	1,0	0,0
Tpa_6963_1	6,0	2,0	37,0	0,0	2,0	5,0	0,0	0,0	0,0	0,0	1,0	4,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	1,0	0,0	1,0	3,0	0,0	1,0	0,0	0,0	0,0
Tpa_6973_1	39,0	4,0	45,0	0,0	3,0	22,0	0,0	1,0	0,0	0,0	2,0	2,0	0,0	2,0	3,0	1,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	4,0	0,0	0,1	0,0	0,0	0,0
Tpa_7007_1	0,5	0,0	0,3	0,0	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	1,0	0,0	0,1	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	1,0	1,0	0,0	0,0
Tpa_7010_1	0,8	0,2	0,18	0,2	0,4	0,11	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,1	0,0	0,1	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,1	0,1	0,0	0,0	0,0	0,0	0,0
Tpa_7018_1	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_7052_1	45,0	12,0	95,0	3,0	20,0	88,0	8,0	5,0	1,0	0,0	2,1	19,0	0,0	3,0	11,0	3,0	0,0	19,0	1,0	5,8	2,0	8,0	3,0	8,0	7,0	3,0	22,0	3,0	5,0	1,0	0,0	0,0
Tpa_7058_1	5,9	2,0	47,0	0,0	0,0	5,0	0,0	0,0	4,0	0,0	3,0	5,0	0,0	1,0	2,0	2,0	1,0	10,0	0,0	4,0	1,0	4,0	0,0	0,0	0,0	1,0	6,0	1,0	0,0	1,0	0,0	0,0
Tpa_7062_1	10,1	1,1	20,21	0,0	3,0	11,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	2,0	2,0	3,0	0,0	4,0	0,0	3,0	0,0	1,0	0,0	0,0	0,0	0,0	5,0	0,0	0,0	0,0	0,0	0,0
Tpa_7080_1	0,9	0,2	0,21	0,0	0,1	0,6	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,1	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,5	0,0	0,0	0,0	0,0	0,0
Tpa_7082_1	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_7090_1	0,50	0,9	74,51	0,2	0,3	0,6	0,0	0,0	0,5	0,0	0,8	0,5	0,0	0,2	0,2	0,4	0,0	1,7	0,1	0,5	0,1	0,2	0,0	0,0	0,1	0,1	0,23	0,2	0,2	0,2	0,0	0,0
Tpa_7153_1	1,0	1,0	0,0	2,0	3,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
Tpa_7157_1	0,0	0,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_7201_1	0,113	0,31	86,78	2,2	0,4	13,9	0,1	0,0	0,5	0,1	2,4	0,10	0,0	0,4	0,7	0,11	0,0	6,4	0,0	0,6	0,0	0,1	0,1	0,3	0,2	1,0	1,38	0,0	3,1	0,0	0,1	0,0
Tpa_7204_1	0,4	0,1	0,24	0,0	0,1	0,0	0,0	0,0	0,1	0,0	0,1	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,1	0,0	0,0	0,0	0,1	0,2	0,0	0,0	0,0	0,0	0,0
Tpa_7210_1	0,2	0,1	0,5	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,1	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,2	0,0	0,0	0,0	0,0	0,0
Tpa_7213_1	0,112	0,41	0,106	0,13	0,34	0,63	0,10	0,3	0,33	0,9	0,74	0,20	0,3	0,10	0,37	0,10	0,1	0,1	0,3	0,55	0,3	0,33	0,12	0,1	0,11	0,20	0,175	0,10	0,21	0,12	0,1	0,0
Tpa_7221_1	1,0	0,4	0,15	0,0	1,0	2,2	0,0	0,0	0,0	0,0	0,2	0,1	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	2,1	0,0	0,0	0,0	0,0	0,0
Tpa_7240_1	0,21	0,8	35,14	0,21	0,19	0,4	0,8	0,0	0,14	0,2	0,4	0,6	0,0	0,20	0,14	0,8	0,1	1,13	0,3	0,41	0,3	0,14	0,5	0,0	0,7	0,3	1,40	0,7	0,12	0,6	0,1	0,0
Tpa_7289_1	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0
Tpa_7291_1	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
Tpa_7293_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_7331_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_7348_1	33,0	9,0	60,0	11,0	7,0	6,0	1,0	0,0	16,0	2,0	44,0	12,0	0,0	11,0	6,0	7,3	0,0	16,0	3,0	17,0	0,0	13,0	1,1	1,0	1,0	2,0	20,0	11,0	13,0	14,0	1,0	1,0
Tpa_7352_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_7367_1	0,122	9,7	0,167	0,1	0,39	0,40	0,2	0,2	0,2	0,1	0,10	4,4	0,3	0,8	0,11	0,9	0,1	0,32	0,1	0,9	0,0	0,4	2,0	1,1	0,4	0,0	0,80	0,0	0,6	0,5	0,1	0,0
Tpa_7375_1	60,0	7,11	58,0	0,0	0,0	21,0	1,0	0,0	4,0	0,0	2,2	5,3	0,1	1,2	3,0	0,7	0,0	7,0	0,0	3,0	0,0	1,0	1,0	0,0	0,0	1,0	5,0	0,0	0,0	0,0	0,0	0,0
Tpa_7406_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_7413_1	0,0	0,0	0,131	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,4	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_7417_1	0,2	0,0	0,4	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0
Tpa_7425_1	0,35	0,7	0,55	0,4	0,18	0,15	0,0	0,1	0,3	0,0	0,9	0,9	0,1	0,7	0,5	3,1	0,0	0,21	0,3	3,1	0,0	0,13	0,1	0,0	0,0	0,0	0,44	1,0	0,1	0,6	0,1	0,0
Tpa_7447_1	0,0	0,0	0,0	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,2	0,2	0,0	0,4	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_7450_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_7452_1	51,71	53,0	211,0	60,0	103,0	16,20	1,0	2,0	55,0	6,0	78,0	8,0	5,0	64,0	24,0	16,0	1,0	102,0	8,0	81,0	0,0	74,0	14,0	0,4	10,0	9,0	186,0	8,0	28,0	13,0	1,0	0,0
Tpa_7454_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_7461_1	0,1	0,0	0,4	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_7477_1	9,7	18,0	9,9	0,0	5,0	9,15	0,0	0,0	2,0	0,0	3,0	22,0	1,0	0,0	2,0	5,0	0,0	5,0	1,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	5,0	0,0	0,0	0,0	0,0	0,0
Tpa_7479_1	0,122	0,24	0,79	0,1	0,5	0,51	0,0	0,0	0,1	0,1	0,3	0,1	0,1	0,1	0,3	0,5	0,0	0,0	0,2	0,1	0,2	0,1	0,0	0,0	0,1	0,1	0,5	0,0	0,0	0,0	0,1	0,0
Tpa_7483_1	0,34	0,3	0,35	0,0	0,0	0,14	0,0	0,0	0,1	0,0	0,1	0,8	0,0	0,1	0,0	0,1	0,0	0,2	0,0	0,0	0,0	0,1	0,1	0,1	0,0	0,0	0,2	0,0	0,0	0,2	0,0	0,0
Tpa_7495_1	0,111	0,35	0,88	0,50	0,61	0,19	0,3	0,0	0,57	0,4	0,43	0,47	0,6	0,70	0,32	0,27	0,3	0,57	1,2	0,116	0,2	0,19	0,12	0,0	3,4	0,12	0,85	0,23	0,38	0,7	0,6	0,0
Tpa_7533_1	144,0	47,0	83,60	17,9	93,0	36,0	5,0	2,0	42,0	2,0	0,50	14,0	1,0	60,0	27,7	8,0	2,0	66,0	1,0	105,0	3,0	46,0	18,0	3,0	1,4	5,6	152,0	14,0	18,0	27,0	2,0	0,0
Tpa_7540_1	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_7553_1	17,21	18,0	119,0	4,0	13,0	28,0	0,0	0,0	6,0	1,0	8,0	10,0	2,0	0,1	7,0	6,0	0,0	11,0	1,1	8,0	0,0	3,0	1,0	2,0	0,0	1,0	28,1	0,0	1,0	2,0	1,0	0,0
Tpa_7560_1	0,30	0,2	0,69	0,0	0,2	0,21	0,0	0,0	0,1	0,2	0,1	0,0	0,0	0,0	0,1	0,2	0,1	0,6	0,0	0,3	0,0	0,1	0,2	0,0	0,0	0,1	5,4	0,0	0,0	0,0	0,0	0,0
Tpa_7566_1	74,0	34,0	69,0	3,0	9,0	50,0	3,0	0,0	0,1	2,0	1,0	21,16	2,0	10,0	3,0	10,0	0,1	1,2	3,0	3,4	2,0	4,0	0,0	0,0	0,0	2,5	16,0	0,0	2,0	2,0	0,0	0,0
Tpa_7567_1	167,153	61,18	354,0	80,116	236,0	41,9	24,0	2,1	92,101	0,22	96,2	80,53	9,2	133,0	86,84	0,74	1,12	95,108	21,1	264,1	8,4	0,188	38,10	2,0	27,8	29,29	110,114	74,2	81,47	74,0	7,2	0,0
Tpa_7571_1	0,130	0,24	0,139	1,1	0,14	23,33	0,0	0,0	0,3	7,3	0,17	0,33	0,0	0,7	0,11	10,12	0,2	3,10	0,1	0,9	0,3	0,7	9,0	0,1	1,0	0,11	0,23	0,2	0,2	0,2	0,0	0,0
Tpa_7586_1	175,0	0,60	0,149	0,2	9,7	0,93	0,3	0,1	2,2	0,3	0,9	0,28	0,0	0,4	3,1	0,6	2,0	0,17	4,0	0,13	3,0	0,1	0,1	3,0	1,1	0,3	14,15	0,3	0,3	0,1	0,0	0,0
Tpa_7594_1	588,0	200,0	614,0	121,83	503,0	404,0	77,0	8,0	490,0	89,71	672,1	446,265	82,1	453,0	247,192	181,0	40,0	365,0	147,0	1013,0	30,17	359,0	78,58	9,0	112,0	340,0	1242,0	123,0	233,0	90,44	19,1	2,0
Tpa_7597_1	0,325	0,89	0,241	0,265	0,189	0,157	0,224	0,26	0,318	0,134	0,413	0,419	0,126	0,239	134,118	0,101	0,108	0,166	0,168	0,492	0,89	0,382	1,99	0,13	0,195	0,136	0,605	0,113	0,291	0,248	0,92	0,0
Tpa_7601_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_7604_1	550,0	14,0	256,0	137,0	459,0	119,0	124,0	2,0	512,1	75,0	489,0	0,0	68,1	258,0	16,0	0,0	1,0	154,0	181,0	519,2	50,0	0,0	0,0	3,0	6,0	0,0	1,0	117,0	298,1	132,0	7,0	0,0
Tpa_7605_1	0,0	0,1	2,5	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_7615_1	2,0	0,0	5,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0
Tpa_7652_1	0,586	0,190	3,595	0,234	1,407	163,139	55,31	0,1	2,355	0,46	0,459	1,634	0,33	320,229	0,352	0,197	0,5	0,340	0,92	0,706	0,13	2,275	0,104	0,4	0,51	0,142	4,994	0,119	2,237	0,151	0,14	0,1
Tpa_7653_1	251,186	124,0	0,464	149,116	0,241	139,1	0,68	0,3	1,365	22,20	249,184	0,366	44,27	0,308	0,273	62,71	0,21	0,195	1,128	301,309	1,48	157,138	37,42	0,4	0,69	0,208	316,317	100,116	149,158	0,162	45,1	0,3
Tpa_7657_1	0,20	0,0	0,11	0,0	0,1	0,4	0,0	0,0	0,1	0,0	0,3	0,1	0,0	0,0	0,0	0,0	0,2	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0
Tpa_7665_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_7686_1	100,176	0,104	0,324	20,49	78,138	83,102	14,35	0,41	0,91	0,108	0,273	79,171	10,20	58,0	104,1	0,122	0,32	57,103	8,16	48,94	12,17	67,0	0,68	0,12	17,23	0,70	122,315	6,13	9,24	6,20	2,5	0,0
Tpa_7690_1	170,0	52,0	240,0	2,1	20,0	124,0	6,0	3,0	8,3	4,1	12,10	37,0	3,0	9,0	23,0	32,0	1,1	36,0	3,0	14,8	2,0	10,0	4,0	6,0	5,0	6,6	72,0	2,0	8,0	0,0	0,0	0,0
Tpa_7691_1	0,3	0,5	52,4	0,0	0,5	0,1	0,0	0,0	0,2	0,0	0,4	0,2	0,0	0,1	0,1	0,0	0,0	0,3	0,1	0,5	0,0	0,1	0,1	0,0	0,1	0,0	0,2	0,1	0,1	1,2	0,1	0,0
Tpa_7703_1	209,0	31,0	264,0	7,0	14,0	58,0	2,0	0,0	12,0	3,0	45,1	134,0	1,0	12,0	12,0	34,1	2,0	10,6	0,2	20,0	2,0	17,0	2,0	1,0	3,0	9,0	57,0	5,0	9,0	2,0	1,0	0,0
Tpa_7757_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_7764_1	0,29	0,5	22,17	0,0	0,2	0,9	0,1	0,0	0,3	0,1	0,2	2,3	0,0	0,3	0,2	4,2	0,1	3,2	1,1	0,1	0,0	0,0	0,2	0,1	0,2	0,0	3,4	0,2	0,2	0,0	0,0	0,0
Tpa_7765_1	0,4	0,2	0,10	0,0	0,2	0,2	0,0	0,0	2,1	0,0	0,2	0,5	0,0	0,1	0,0	0,2	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,10	0,1	0,0	0,1	0,0	0,0
Tpa_7769_1	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_7772_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_7798_1	8,6	1,0	42,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0
Tpa_7799_1	3,0	1,0	9,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	3,0	1,0	0,0	0,0	1,0	0,0	0,0	3,0	0,0	1,0	0,0	2,0	0,0	0,0	0,0	0,0	0,1	0,0	1,0	0,0	0,0	0,0
Tpa_7805_1	0,0	0,0	0,4	1,0	0,2	0,1	0,0	0,0	0,3	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,5	0,0	0,0	0,1	0,0	0,0	0,2	0,0	0,0	0,1	0,0	0,2	0,0	0,1	0,0
Tpa_7807_1	3,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	1,0	1,0	1,0	0,0	0,0	0,0
Tpa_7814_1	10,0	2,0	15,0	0,0	3,0	5,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	1,0	0,0	0,3	0,0	1,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,1	5,0	0,0	0,0	0,0	0,0	0,0
Tpa_7825_1	0,71	0,34	0,69	0,12	0,19	0,28	0,1	0,0	0,22	0,2	0,26	0,42	0,3	0,29	0,14	0,21	0,0	0,37	0,5	0,32	0,2	0,11	0,5	0,3	0,14	0,4	0,107	0,7	0,15	0,0	0,1	0,0
Tpa_7848_1	22,0	16,0	38,0	5,0	7,0	2,0	0,0	0,0	12,0	1,0	7,0	3,0	0,0	7,0	7,0	5,0	0,0	11,0	0,0	14,0	0,0	8,0	0,0	0,0	2,0	1,0	24,0	1,0	2,0	3,0	0,0	0,0
Tpa_7910_1	7,0	1,1	28,0	1,0	0,1	2,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	1,0	1,0	2,0	0,0	2,0	0,0	2,0	0,0	1,1	1,0	0,0	0,1	2,0	3,10	1,0	0,0	0,0	0,0	0,0
