	52507_184_S27_L001_R1_001	52507_212_S28_L001_R1_001	52507_240_S29_L001_R1_001	52507_271_S30_L001_R1_001	52507_351_S31_L001_R1_001	52507_356_S32_L001_R1_001	52507_362_S33_L001_R1_001	52507_385_S1_L001_R1_001	52507_392_S2_L001_R1_001	52507_397_S3_L001_R1_001	52507_401_S4_L001_R1_001	52507_406_S5_L001_R1_001	52507_407_S6_L001_R1_001	52507_411_S7_L001_R1_001	52507_413_S8_L001_R1_001	52507_414_S9_L001_R1_001	52507_415_S10_L001_R1_001	52507_418_S11_L001_R1_001	52507_422_S12_L001_R1_001	52507_425_S13_L001_R1_001	52507_429_S14_L001_R1_001	52507_431_S15_L001_R1_001	52507_440_S16_L001_R1_001	52507_442_S17_L001_R1_001	52507_445_S18_L001_R1_001	52507_465_S19_L001_R1_001	52507_467_S20_L001_R1_001	52507_472_S21_L001_R1_001	52507_473_S22_L001_R1_001	52507_477_S23_L001_R1_001	52507_479_S24_L001_R1_001	52507_484_S25_L001_R1_001	52507_485_S26_L001_R1_001	52508_002_S34_L001_R1_001	52508_004_S35_L001_R1_001	52508_011_S36_L001_R1_001	52508_014_S37_L001_R1_001	52508_017_S38_L001_R1_001	52508_019_S39_L001_R1_001	52508_022_S40_L001_R1_001	52508_024_S41_L001_R1_001	52508_025_S42_L001_R1_001	52508_027_S43_L001_R1_001	52508_031_S44_L001_R1_001	52508_033_S45_L001_R1_001	52508_036_S46_L001_R1_001	52508_039_S47_L001_R1_001	52508_040_S48_L001_R1_001	52508_043_S49_L001_R1_001	52508_046_S50_L001_R1_001	52508_047_S51_L001_R1_001	52508_052_S52_L001_R1_001	52508_056_S53_L001_R1_001	52508_062_S54_L001_R1_001	52508_064_S55_L001_R1_001	52508_065_S56_L001_R1_001	52508_069_S57_L001_R1_001	52508_070_S58_L001_R1_001	52508_078_S59_L001_R1_001	52508_079_S60_L001_R1_001	52508_086_S61_L001_R1_001	52508_087_S62_L001_R1_001	52508_088_S63_L001_R1_001	52508_090_S64_L001_R1_001	52508_091_S65_L001_R1_001	52508_101_S66_L001_R1_001	52508_105_S67_L001_R1_001	52508_106_S68_L001_R1_001	52508_111_S69_L001_R1_001	52508_114_S70_L001_R1_001	52508_115_S71_L001_R1_001	52508_117_S72_L001_R1_001	52508_119_S73_L001_R1_001	52508_127_S74_L001_R1_001	52508_129_S75_L001_R1_001	52508_131_S76_L001_R1_001	52508_134_S77_L001_R1_001	52508_135_S78_L001_R1_001	52508_139_S79_L001_R1_001	52508_143_S80_L001_R1_001	52508_145_S81_L001_R1_001	52508_149_S82_L001_R1_001	52508_156_S83_L001_R1_001	52508_157_S84_L001_R1_001	52508_158_S85_L001_R1_001	52508_167_S86_L001_R1_001	52508_168_S87_L001_R1_001	52508_173_S88_L001_R1_001	52508_174_S89_L001_R1_001	52508_176_S90_L001_R1_001	52508_179_S91_L001_R1_001	52508_182_S92_L001_R1_001	52508_183_S93_L001_R1_001	52508_189_S94_L001_R1_001	52508_201_S95_L001_R1_001
Tpa_0439_1	537,0	2243,2184	12,11	2158,0	196,196	1623,0	39,20	18,18	20,0	63,0	1,2	35,0	2,0	28,0	31,0	0,0	91,0	36,21	3,0	2,3	3,4	59,0	55,0	210,0	0,126	149,212	121,0	7,0	3,301	14,8	68,51	199,0	42,40	22,11	2,7	2129,2062	4,4	2362,1	0,14	0,3	3,1	4,0	55,0	9,5	36,0	249,0	23,0	0,20	11,18	0,10	6,8	71,66	27,0	9,4	5,0	38,39	134,0	20,0	25,0	505,392	8,2	27,21	230,245	146,0	11,0	4,0	109,1	61,0	7,0	3,0	0,14	2,0	72,0	1409,0	0,30	29,0	12,0	0,0	33,0	16,19	5,0	146,168	86,0	338,0	27,0	0,0	2,1	40,0	456,379	33,0	8,0	4,1	33,1	26,0	2,0
Tpa_0474_1	0,0	22,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	13,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_0492_1	4,0	170,0	0,0	23,0	10,0	35,0	1,0	4,0	1,0	1,0	0,0	3,0	0,0	0,0	2,0	1,0	4,0	3,0	0,0	0,0	3,0	2,0	1,0	0,0	4,0	8,0	0,0	1,0	3,0	0,0	0,0	5,0	5,0	2,0	0,0	155,0	0,0	21,0	0,0	0,0	0,0	0,0	3,0	1,0	1,0	1,0	0,0	2,0	3,0	3,0	1,0	6,0	0,0	1,0	0,0	6,0	7,0	1,0	1,0	11,0	0,0	0,0	10,0	4,0	1,0	1,0	2,0	3,0	0,0	1,0	0,0	0,0	3,0	40,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	4,0	9,0	5,0	0,0	0,0	0,0	1,0	17,0	2,0	2,0	0,0	1,0	2,0	0,0
Tpa_0500_1	3,0	84,0	0,0	13,0	2,0	6,5	0,0	0,0	1,0	1,0	1,0	3,0	0,0	0,0	1,1	0,0	2,4	0,0	1,0	0,0	0,1	2,0	2,0	2,0	1,0	3,0	0,3	0,0	0,0	2,0	0,0	1,0	4,0	0,0	0,0	106,0	0,0	5,0	0,0	0,0	1,0	0,0	0,0	0,0	3,0	2,0	0,0	0,0	1,0	0,0	0,0	0,1	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	2,2	3,0	0,0	0,0	2,0	1,0	0,0	0,0	0,0	1,0	1,0	8,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	2,0	0,0	0,0	1,0	2,0	8,5	0,0	1,0	0,0	0,0	1,0	0,0
Tpa_0540_1	0,4	0,111	0,4	0,9	3,3	7,2	1,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,2	3,1	0,0	0,0	0,0	0,2	0,2	0,2	0,2	1,0	3,0	0,0	0,0	0,1	0,2	0,3	0,7	0,1	0,0	0,75	0,0	0,6	0,0	0,0	0,0	0,0	0,1	0,0	0,1	0,2	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,4	0,1	0,0	0,0	0,6	0,0	0,0	0,0	2,1	1,0	0,0	1,0	0,2	0,0	0,0	0,0	0,1	0,3	0,3	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,3	0,1	2,2	0,0	0,0	0,1	0,0	10,0	0,1	0,0	0,0	0,0	0,0	0,0
Tpa_0547_1	0,158	1,1032	0,10	0,563	0,54	1,358	0,13	0,16	0,10	0,9	0,1	0,10	0,1	0,7	0,30	0,0	0,22	0,6	0,1	0,2	0,3	12,0	0,10	0,37	0,59	0,61	0,20	0,1	0,55	0,9	0,53	0,38	0,60	0,14	0,1	1,942	0,3	0,215	0,3	0,1	0,2	0,1	16,8	0,5	0,13	0,127	0,1	0,4	0,17	0,7	0,3	0,23	0,6	0,2	0,2	1,13	0,32	0,7	0,11	0,61	0,1	10,4	1,204	0,67	0,0	0,3	0,32	0,26	0,1	0,0	0,2	0,0	0,23	0,591	0,3	0,8	0,1	0,0	0,12	4,1	0,4	1,238	0,35	0,72	0,4	0,0	0,1	0,11	0,184	0,13	0,3	0,3	0,18	0,9	0,0
Tpa_0556_1	3,0	79,1	1,0	28,0	3,0	19,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	2,0	4,0	4,0	4,0	1,0	0,0	2,0	1,0	2,0	5,0	2,0	0,0	0,0	47,0	0,0	17,0	2,0	1,0	0,0	0,0	2,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	1,0	0,1	2,0	2,0	0,0	11,0	0,0	0,0	1,0	3,0	1,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0	3,0	10,1	0,0	0,0	0,0	0,0	1,0	2,0	0,0	3,0	0,0	3,0	0,0	0,0	0,0	1,0	8,0	0,0	0,0	0,0	1,0	0,0	0,0
Tpa_0569_1	86,0	186,313	4,4	68,121	23,0	53,84	1,4	9,0	3,0	1,2	0,0	2,1	0,0	5,0	10,0	0,0	5,17	6,6	3,0	0,0	0,0	0,4	6,4	14,0	28,14	33,0	17,0	1,0	90,1	9,0	11,20	47,0	24,0	4,2	1,0	120,275	0,0	53,83	0,4	0,0	2,0	0,0	2,7	3,0	5,3	19,54	2,0	2,1	11,0	1,1	3,3	26,0	0,3	0,1	2,0	7,0	16,10	1,2	0,1	59,51	0,0	1,6	165,0	9,0	0,2	0,0	26,27	6,7	0,0	1,0	2,0	0,0	2,6	270,0	5,0	4,0	0,4	0,0	0,4	9,0	2,0	175,0	22,11	34,0	5,0	0,0	0,0	5,0	107,90	8,0	2,0	0,2	6,4	4,0	0,0
Tpa_0584_1	51,0	730,0	6,0	147,0	55,0	108,0	4,0	8,0	4,0	9,0	0,0	8,0	3,0	4,0	11,0	1,0	48,0	15,0	2,0	3,0	3,0	24,0	13,0	30,0	26,0	43,0	4,7	3,0	11,0	5,3	2,0	34,0	20,15	7,0	1,0	647,0	1,0	62,0	2,0	1,0	0,1	2,0	13,0	1,0	10,0	21,0	2,0	5,0	18,0	3,0	0,0	21,0	5,0	3,0	2,2	19,0	26,0	4,0	3,0	45,0	1,0	8,0	16,0	28,0	0,0	1,0	35,0	19,0	3,0	0,0	3,0	1,0	17,0	239,0	4,0	6,0	1,0	1,0	5,2	3,2	4,0	39,0	27,0	0,0	9,0	0,0	0,1	6,0	135,0	13,0	1,0	1,0	1,0	5,0	1,0
Tpa_0592_1	760,1	3198,3	16,0	2144,3	620,2	1514,6	66,0	52,0	27,0	144,0	1,0	11,7	5,0	22,0	37,0	2,0	50,41	26,24	9,0	8,0	15,0	83,0	34,31	252,0	206,0	357,0	111,64	18,0	396,235	12,10	242,0	269,0	100,0	33,0	7,8	2329,1	6,0	2381,1	19,0	6,0	4,5	4,0	50,0	22,0	25,19	429,1	32,1	10,0	46,0	8,0	17,0	139,1	17,0	16,0	7,0	82,0	202,0	14,9	17,8	1569,0	8,0	58,0	961,0	225,0	13,0	9,0	144,0	48,0	3,0	1,0	5,3	8,0	88,0	1541,1	76,0	17,13	10,0	0,0	33,0	68,0	6,0	341,252	96,0	374,0	23,0	0,0	4,0	35,0	810,0	35,0	6,0	7,0	36,0	22,0	5,0
Tpa_0650_1	0,8	0,23	0,0	50,7	0,8	0,21	0,1	0,0	0,0	0,3	0,0	0,1	0,0	0,1	0,0	0,0	0,1	0,2	0,1	0,0	0,0	0,0	0,4	0,1	0,2	0,12	0,3	0,0	0,3	0,0	0,0	0,8	0,0	0,0	0,0	0,13	0,0	18,4	0,0	0,0	0,0	0,0	0,0	0,1	0,1	0,6	0,0	0,1	0,0	0,0	0,0	4,0	0,2	0,1	0,0	0,2	0,4	0,0	0,0	0,5	0,0	0,0	0,3	0,5	0,0	0,0	0,0	0,1	0,0	0,1	0,0	0,0	0,3	0,110	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,4	0,7	0,1	0,0	0,0	0,0	0,1	0,5	0,1	0,0	0,0	0,1	0,0	0,0
Tpa_0671_1	51,0	680,0	0,2	245,0	58,0	85,78	6,0	1,0	3,0	3,4	0,0	4,0	0,0	4,0	5,16	1,0	21,0	10,6	0,0	2,3	4,0	10,0	4,0	35,0	31,0	23,0	14,0	5,0	26,0	9,0	16,0	24,0	30,0	2,0	3,0	499,0	2,0	120,0	2,0	1,0	2,0	0,0	10,0	1,0	4,0	29,0	0,0	0,4	5,0	2,0	3,0	0,30	2,0	2,0	1,0	17,0	23,0	2,0	3,5	55,0	0,0	2,3	58,0	43,0	1,0	1,0	30,0	23,0	0,0	0,0	0,0	0,0	6,5	138,207	4,0	8,0	2,0	1,0	5,0	3,0	1,0	65,0	12,16	13,0	4,0	0,0	0,0	7,0	46,70	7,0	2,0	0,0	7,0	5,0	0,0
Tpa_0678_1	0,0	0,8	0,1	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,6	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,1	0,0	0,1	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_0687_1	39,0	311,408	1,0	103,0	51,0	253,0	3,5	2,0	3,0	2,3	0,0	10,0	0,0	3,1	11,0	1,0	34,1	11,0	3,0	0,0	3,0	7,0	10,0	20,0	20,0	17,16	6,0	1,1	18,0	5,0	8,5	29,0	52,0	3,0	0,0	324,340	2,0	41,0	1,0	1,0	0,0	1,0	10,0	2,0	4,0	7,10	3,0	3,0	3,0	5,0	1,0	14,0	1,0	4,0	3,0	8,0	12,0	8,0	0,0	31,22	2,0	8,0	42,0	10,0	0,0	2,0	27,0	6,12	0,0	1,0	4,0	0,0	9,0	190,0	0,3	3,0	3,0	0,0	7,0	4,0	2,0	31,0	14,0	12,0	0,3	0,0	2,0	11,0	81,1	9,0	1,0	3,1	5,0	1,0	1,0
Tpa_0730_1	0,3	113,150	0,2	0,52	11,7	59,0	0,1	0,2	0,2	3,1	0,0	0,2	0,0	0,4	0,4	0,0	0,3	0,1	0,0	1,0	0,0	0,3	0,6	0,6	0,8	6,6	0,2	0,0	0,9	1,0	0,9	5,2	0,12	0,1	0,0	93,82	0,0	0,35	0,0	0,0	0,0	0,1	0,1	1,1	0,0	0,9	0,0	0,2	3,0	0,1	0,0	0,10	0,1	0,0	0,0	0,7	0,7	0,1	0,2	0,18	0,0	0,0	8,5	0,7	0,1	0,0	0,10	0,6	0,0	0,0	0,1	0,0	0,5	0,76	4,0	0,1	0,0	0,0	0,4	0,1	0,0	0,9	0,7	0,16	0,0	0,0	0,0	0,2	0,24	0,3	1,0	0,1	0,2	0,2	0,0
Tpa_0743_1	0,21	0,318	0,2	0,91	0,34	0,80	0,6	0,5	0,3	0,3	0,0	0,9	0,0	0,0	0,13	0,1	0,17	0,9	0,2	0,1	0,0	0,14	0,3	0,14	0,13	0,5	0,8	0,0	0,21	0,3	0,6	0,13	0,15	0,0	0,0	0,265	0,3	0,39	0,2	0,1	0,1	0,0	0,11	0,4	0,0	0,13	0,2	0,3	0,5	0,3	0,2	0,25	0,1	0,1	0,2	0,17	0,12	0,0	0,5	0,34	0,0	0,3	0,29	0,27	0,0	0,0	0,17	0,7	0,0	0,1	0,2	0,1	0,0	2,0	0,2	0,3	0,1	0,0	0,4	0,5	0,0	0,39	0,17	0,12	0,2	0,0	0,0	0,12	0,55	0,3	0,1	0,2	0,3	0,2	0,0
Tpa_0763_1	0,28	295,279	2,0	0,259	0,46	0,167	0,7	0,7	0,2	0,2	0,0	0,4	0,0	0,3	0,9	0,1	9,13	0,4	0,2	0,1	1,0	0,14	0,11	0,24	0,5	0,22	0,15	0,1	0,20	0,7	0,11	0,16	0,31	0,7	1,0	325,244	0,0	0,146	0,0	0,0	0,1	0,0	8,4	0,2	1,1	8,4	0,1	2,0	3,5	0,1	0,2	1,7	0,1	0,2	0,1	0,6	0,16	0,2	2,1	0,18	0,0	0,6	0,64	0,32	0,2	0,0	0,23	4,4	0,0	0,1	3,0	0,0	0,7	0,439	0,1	0,4	0,1	0,0	0,7	0,2	0,0	0,58	6,11	0,28	0,5	0,0	0,0	0,8	0,73	0,5	0,3	0,0	0,12	3,3	0,0
Tpa_0768_1	0,3	0,0	0,0	0,4	0,5	0,2	0,0	0,0	0,0	0,5	0,0	0,1	0,0	0,0	0,1	0,0	0,0	0,2	0,2	0,0	0,0	0,4	0,3	0,2	0,1	0,0	0,3	0,0	0,0	0,0	0,0	0,3	0,5	0,0	0,0	0,0	0,1	0,5	0,0	0,0	0,0	0,0	0,0	0,1	0,1	0,0	0,0	0,0	0,0	0,1	0,1	0,9	0,0	0,0	0,0	0,0	0,2	0,0	0,2	0,8	0,0	0,0	0,1	0,1	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,5	0,0	0,1	0,2	0,0	0,0	0,2	0,1	0,0	0,0	0,4	0,4	0,0	0,0	0,0	0,2	0,5	0,0	0,0	0,0	0,1	0,0	0,0
Tpa_0791_1	0,94	493,205	5,3	0,371	0,63	0,373	0,7	0,6	0,4	0,6	0,3	0,14	0,0	0,5	0,17	0,4	0,26	0,19	0,2	0,4	0,3	0,32	0,17	0,31	0,51	0,48	0,34	0,4	0,55	0,4	0,24	0,24	0,51	1,7	0,0	452,122	0,3	0,128	0,3	0,0	0,0	1,0	0,10	0,1	0,7	0,66	0,0	0,3	0,7	0,4	0,4	0,37	1,3	0,4	0,2	0,18	0,43	0,7	0,10	0,82	0,2	0,16	0,77	0,9	0,1	0,3	25,21	0,30	0,2	0,3	2,1	0,1	0,17	1,831	0,3	0,8	0,2	0,0	0,9	0,4	0,0	0,110	0,29	0,27	0,8	0,0	0,0	0,7	0,155	0,16	0,3	0,2	4,7	0,9	0,0
Tpa_0826_1	0,1	8,11	0,1	0,12	0,5	0,7	0,2	0,1	0,2	1,1	0,0	0,1	0,0	0,0	0,0	0,0	0,4	0,0	0,0	0,0	0,0	0,1	0,0	0,2	0,0	0,0	0,2	0,0	2,0	0,0	0,0	0,0	0,3	0,0	0,0	8,3	0,1	0,3	0,0	0,0	0,0	0,0	0,1	0,0	0,2	0,0	0,0	0,0	0,1	0,0	0,0	0,1	0,0	0,2	0,0	1,0	0,1	0,1	0,2	0,2	0,0	0,0	0,4	0,2	0,0	0,0	0,11	0,0	0,0	0,1	0,0	0,0	0,3	0,4	0,0	0,1	0,0	0,0	0,1	0,2	0,0	2,0	0,2	0,3	0,0	0,0	0,0	0,2	0,7	0,1	0,0	0,0	0,1	1,0	0,0
Tpa_0866_1	1625,0	7381,1	38,0	4186,4	1036,0	999,0	62,96	57,75	50,0	181,245	4,0	59,0	2,0	24,0	34,43	5,0	176,0	115,0	13,0	17,0	23,1	179,0	103,0	436,0	0,624	720,0	970,1	25,35	1321,1710	41,1	646,0	584,1	185,0	52,0	50,0	6478,7	6,12	6985,7	40,0	7,4	7,0	9,15	162,0	38,0	115,0	1703,1	104,0	25,0	67,0	12,1	8,8	367,1	35,0	23,0	6,0	101,0	418,0	36,0	62,0	2467,3660	18,0	60,0	2388,5	539,2	45,0	2,0	352,0	77,0	7,0	6,2	11,0	7,0	122,0	3330,4	130,0	54,0	14,0	6,0	53,1	119,0	9,0	1614,3	105,139	1438,0	49,0	0,0	3,0	73,0	817,0	44,0	16,0	22,0	94,1	42,0	6,0
Tpa_0868_1	0,0	1,1	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_0882_1	1,0	15,23	0,0	1,0	3,0	0,6	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	1,0	1,3	0,0	0,0	15,20	0,0	1,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,1	1,0	0,0	1,0	0,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,1	0,0	0,0	0,0	0,0	0,1	0,0
Tpa_0888_1	0,50	1,746	0,3	2,210	0,49	0,140	0,6	4,5	0,0	0,6	0,1	0,3	0,0	0,3	0,10	0,0	0,20	0,9	0,2	0,0	0,4	0,9	0,11	0,28	17,15	0,25	0,14	0,6	0,22	0,4	0,9	0,23	0,26	0,3	0,2	0,664	0,1	0,98	0,2	0,0	0,2	0,0	0,6	0,1	0,9	0,14	0,1	0,3	0,9	0,2	0,3	0,20	0,2	1,0	0,1	0,14	0,18	2,0	0,5	0,58	0,2	0,4	0,38	0,24	0,2	0,2	0,15	6,9	0,0	0,0	0,2	0,2	0,4	0,206	0,5	0,2	0,2	0,1	0,6	0,9	0,1	0,27	0,29	0,28	0,4	0,0	0,1	0,4	0,77	0,9	0,3	0,1	0,7	0,5	0,0
Tpa_0895_1	0,20	0,192	0,2	0,57	0,16	0,77	0,1	0,0	0,1	0,1	0,0	0,2	0,0	0,1	0,2	0,0	0,5	0,4	0,1	0,1	0,1	0,2	0,1	0,3	0,7	0,19	0,7	0,0	0,9	1,2	0,3	0,9	0,5	0,2	0,0	1,182	0,0	0,17	0,0	0,0	0,0	0,2	0,3	0,2	0,2	0,10	0,1	0,0	0,0	0,1	0,1	0,7	0,1	0,0	0,1	0,3	0,5	0,1	0,0	0,14	0,0	0,0	0,16	0,5	0,1	0,1	0,6	0,0	0,0	0,1	0,0	0,0	0,4	0,109	0,1	0,1	0,0	0,0	0,2	0,1	0,0	0,17	0,7	0,8	0,0	0,0	0,0	0,1	0,28	0,5	1,0	0,0	0,4	0,0	0,1
Tpa_0905_1	41,0	346,378	0,3	263,0	50,0	175,0	9,0	2,4	4,0	5,0	0,1	6,0	0,0	4,0	12,0	0,0	9,11	5,9	1,0	0,0	1,0	16,0	14,0	31,0	27,0	20,0	25,0	2,0	24,18	4,1	15,0	24,0	42,0	6,0	0,0	307,307	1,0	142,0	1,0	2,0	0,0	4,0	10,6	1,0	9,0	40,0	1,0	4,0	8,0	4,0	0,0	42,0	3,0	6,0	0,0	27,0	14,0	2,0	7,0	71,0	0,0	4,0	51,1	17,9	5,0	1,0	26,0	12,0	0,0	0,0	4,0	3,0	8,0	129,125	1,0	11,0	2,0	0,0	5,0	3,0	1,0	49,0	24,0	43,0	2,0	0,0	0,0	9,0	83,0	7,0	1,0	1,0	9,0	6,0	1,0
Tpa_0912_1	0,0	0,34	0,1	0,3	0,0	0,5	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,1	0,0	0,0	0,1	0,1	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,2	0,2	0,0	0,0	0,14	0,0	0,1	0,0	0,0	0,0	0,0	0,2	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,1	0,0	0,0	0,1	0,0	0,1	0,1	0,0	0,0	0,0	0,0	0,0	0,1	0,1	0,0	0,0	0,0	0,1	0,0	0,1	0,0	0,2	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_0929_1	0,8	0,57	0,0	0,27	0,8	0,8	0,0	0,1	0,0	0,1	0,0	0,1	0,0	0,1	0,1	0,0	0,2	0,2	0,2	0,0	0,0	0,1	0,1	0,4	0,0	0,5	0,1	0,0	0,7	0,0	0,0	0,4	0,5	0,0	0,0	0,21	0,0	0,12	0,0	0,0	0,0	0,1	0,1	0,0	0,0	0,3	0,1	0,0	0,0	0,1	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,6	0,0	0,1	0,7	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,23	0,0	0,1	0,0	0,0	0,0	0,1	0,0	0,4	0,1	0,2	0,0	0,0	0,0	0,0	0,6	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_0936_1	12,0	95,75	0,0	191,0	9,0	18,0	2,0	0,0	1,0	5,0	0,0	3,0	1,0	1,0	2,0	0,0	2,0	3,0	0,0	0,0	3,0	8,0	0,0	15,0	5,0	15,0	8,0	0,0	6,0	0,0	3,0	8,0	7,0	2,0	0,0	57,38	0,0	111,0	0,0	0,0	0,0	0,0	3,0	0,0	3,0	11,0	0,0	0,0	2,0	1,0	0,0	0,0	0,0	0,0	1,0	2,5	8,0	0,0	6,0	32,0	0,0	1,0	6,8	8,0	0,0	0,0	9,0	3,0	0,0	0,0	2,0	0,0	0,0	45,45	2,0	1,0	0,0	0,0	3,0	5,0	0,0	22,1	4,0	0,0	1,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	3,0	2,0	0,0
Tpa_0953_1	315,0	2267,3	14,0	1264,2	324,0	397,335	24,0	31,0	14,0	11,0	1,0	39,0	0,0	22,0	78,0	2,0	72,53	48,0	15,0	5,6	8,0	43,33	38,0	118,0	154,1	78,0	75,0	8,0	164,0	25,0	91,0	127,1	162,1	24,0	2,0	2132,0	3,2	417,0	10,0	3,0	6,0	3,0	30,26	14,0	38,0	102,13	9,0	9,0	22,17	12,0	5,4	49,40	12,0	4,1	6,0	59,0	101,0	23,0	24,0	237,3	4,0	10,0	360,1	160,1	3,0	4,0	147,0	84,0	3,0	2,0	11,0	0,0	45,0	1666,5	13,0	19,0	6,0	0,0	25,0	6,6	6,0	482,0	66,50	62,53	12,0	0,0	2,1	20,0	563,2	20,0	3,0	3,0	38,0	20,0	0,0
Tpa_0970_1	0,0	3,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
